All Modes,,,,,,,
Weapon Name,Rank,Count,Pct,Previous Pct,Pct Diff,Previous Rank,Rank Diff
N-ZAP '85,1,2137,7.98,8.531846596,-0.55,1,0
Splattershot,2,1978,7.39,6.719885116,0.67,2,0
Blaster,3,1721,6.43,5.854029397,0.57,4,1
Splat Roller,4,1634,6.10,5.887818888,0.21,3,-1
Tentatek Splattershot,5,1034,3.86,3.640817706,0.22,5,0
Enperry Splat Dualies,6,1020,3.81,3.476093935,0.33,6,0
Slosher Deco,7,994,3.71,2.931238385,0.78,8,1
Splat Charger,8,899,3.36,3.074843724,0.28,7,-1
Heavy Splatling,9,860,3.21,2.800304105,0.41,9,0
Forge Splattershot Pro,10,704,2.63,2.703159317,-0.07,10,0
Splattershot Jr.,11,606,2.26,1.904882582,0.36,15,4
Dapple Dualies Nouveau,12,529,1.98,2.006251056,-0.03,13,1
Splat Brella,13,517,1.93,2.078053725,-0.15,12,-1
Clash Blaster,14,478,1.78,1.668356141,0.12,18,4
.52 Gal Deco,15,463,1.73,1.934448387,-0.21,14,-1
Tri-Slosher,16,457,1.71,1.617671904,0.09,19,3
Range Blaster,17,440,1.64,1.672579828,-0.03,17,0
Carbon Roller,18,419,1.56,1.469842879,0.09,22,4
Dualie Squelchers,19,416,1.55,1.609224531,-0.06,20,1
Sploosh-o-matic,20,407,1.52,1.719040378,-0.20,16,-4
Rapid Blaster,21,388,1.45,1.478290252,-0.03,21,0
Splatterscope,22,360,1.34,1.414934955,-0.07,24,2
Octobrush,23,333,1.24,1.330461227,-0.09,25,2
Dark Tetra Dualies,24,333,1.24,2.656698767,-1.41,11,-13
Dapple Dualies,25,323,1.21,1.313566481,-0.11,26,1
Custom Jet Squelcher,26,307,1.15,1.20797432,-0.06,28,2
N-ZAP '89,27,301,1.12,1.419158642,-0.30,23,-4
Sloshing Machine Neo,28,291,1.09,1.140395337,-0.05,29,1
Sloshing Machine,29,277,1.03,1.279776989,-0.25,27,-2
Inkbrush,30,275,1.03,0.8700794053,0.16,37,7
Gold Dynamo Roller,31,271,1.01,0.984118939,0.03,34,3
Luna Blaster,32,268,1.00,0.984118939,0.02,33,1
Splat Dualies,33,267,1.00,1.047474236,-0.05,31,-2
Heavy Splatling Deco,34,265,0.99,1.064368981,-0.07,30,-4
Splattershot Pro,35,258,0.96,1.03057949,-0.07,32,-3
Custom Blaster,36,255,0.95,0.9798952526,-0.03,35,-1
Dynamo Roller,37,237,0.88,0.8025004224,0.08,40,3
Mini Splatling,38,237,0.88,0.8616320324,0.02,38,0
.52 Gal,39,220,0.82,0.857408346,-0.04,39,0
Octobrush Nouveau,40,200,0.75,0.9672241933,-0.22,36,-4
Rapid Blaster Deco,41,183,0.68,0.6208819057,0.06,44,3
Aerospray RG,42,164,0.61,0.5575266092,0.05,47,5
Splash-o-matic,43,162,0.60,0.5533029228,0.05,48,5
Hydra Splatling,44,160,0.60,0.6842372022,-0.09,41,-3
Classic Squiffer,45,150,0.56,0.574421355,-0.01,46,1
Firefin Splat Charger,46,149,0.56,0.4983949992,0.06,50,4
Krak-On Splat Roller,47,134,0.50,0.6082108464,-0.11,45,-2
E-liter 4K Scope,48,134,0.50,0.5152897449,-0.01,49,1
Rapid Blaster Pro,49,130,0.49,0.4519344484,0.03,52,3
Custom Splattershot Jr.,50,126,0.47,0.4096975841,0.06,53,3
Bamboozler 14 Mk I,51,124,0.46,0.6293292786,-0.17,43,-8
Slosher,52,120,0.45,0.6842372022,-0.24,42,-10
Neo Sploosh-o-matic,53,120,0.45,,,,
E-liter 4K,54,109,0.41,0.3041054232,0.10,64,10
H-3 Nozzlenose,55,106,0.40,0.3421186011,0.05,60,5
Jet Squelcher,56,105,0.39,0.3759080926,0.02,58,2
Inkbrush Nouveau,57,104,0.39,0.4012502112,-0.01,54,-3
.96 Gal Deco,58,100,0.37,0.3970265248,-0.02,55,-3
Aerospray MG,59,100,0.37,0.4730528806,-0.10,51,-8
Firefin Splatterscope,60,97,0.36,0.3125527961,0.05,63,3
Tenta Brella,61,95,0.35,0.350565974,0.00,59,-2
.96 Gal,62,91,0.34,0.3336712282,0.01,61,-1
Squeezer,63,85,0.32,0.3885791519,-0.07,57,-6
L-3 Nozzlenose,64,78,0.29,0.3336712282,-0.04,62,-2
L-3 Nozzlenose D,65,71,0.27,0.3970265248,-0.13,56,-9
Foil Flingza Roller,66,68,0.25,0.1816185166,0.07,71,5
Undercover Brella,67,61,0.23,0.2956580503,-0.07,65,-2
Glooga Dualies,68,57,0.21,0.126710593,0.09,73,5
Custom Goo Tuber,69,50,0.19,0.2365264403,-0.05,66,-3
Flingza Roller,70,48,0.18,0.1985132624,-0.02,70,0
Luna Blaster Neo,71,35,0.13,0.2196316945,-0.09,68,-3
Custom E-liter 4K Scope,72,33,0.12,0.2280790674,-0.10,67,-5
Goo Tuber,73,29,0.11,0.1985132624,-0.09,69,-4
Custom E-liter 4K,74,23,0.09,0.126710593,-0.04,72,-2
